X_1,Y_1,X_2,Y_2:U_0,D_0,L_0,R_0,U_1,D_1,L_1,R_1
3,0,3,0:0.44038294168842473,0.0,0.0,0.5596170583115753,0.5248041775456919,0.0,0.0,0.4751958224543081
3,1,3,0:1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,2,3,0:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,3,3,0:1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,4,3,0:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,3,1:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1,3,1:0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,3,1:0.0,1.0,0.0,0.0,0.9825935596170583,0.0,0.017406440382941687,0.0
0,3,3,1:0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,4,3,1:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,0,3,1:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,1,3,1:0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,3,1:0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,3,1:0.0,0.0,1.0,0.0,0.9878154917319408,0.0,0.012184508268059183,0.0
1,4,3,1:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,0,3,1:0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,1,3,1:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2,2,3,1:0.0,0.2741514360313316,0.7258485639686684,0.0,0.0,0.0,0.7040905134899913,0.2959094865100087
2,3,3,1:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,4,3,1:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,0,3,1:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,1,3,1:0.4482158398607485,0.0,0.16100957354221063,0.3907745865970409,0.19843342036553524,0.0,0.3968668407310705,0.4046997389033943
3,2,3,1:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,3,3,1:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,4,3,1:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,3,2:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1,3,2:0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,3,2:0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,3,2:0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,4,3,2:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,0,3,2:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,1,3,2:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,2,3,2:0.0,1.0,0.0,0.0,0.0,0.0,0.6353350739773717,0.3646649260226284
1,3,3,2:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,4,3,2:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,0,3,2:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2,1,3,2:0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,2,3,2:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,3,3,2:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,4,3,2:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,0,3,2:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,1,3,2:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,2,3,2:0.4577893820713664,0.0,0.2654482158398607,0.27676240208877284,0.16536118363794605,0.0,0.4308093994778068,0.40382941688424717
3,3,3,2:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,4,3,2:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,3,3:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1,3,3:0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,3,3:0.0,1.0,0.0,0.0,0.9825935596170583,0.0,0.0,0.017406440382941687
0,3,3,3:0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,4,3,3:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,0,3,3:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,1,3,3:0.0,0.0,0.0,1.0,0.9878154917319408,0.0,0.0,0.012184508268059183
1,2,3,3:0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,3,3:0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,4,3,3:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,0,3,3:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2,1,3,3:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2,2,3,3:0.0,0.2741514360313316,0.0,0.7258485639686684,0.0,0.0,0.2959094865100087,0.7040905134899913
2,3,3,3:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,4,3,3:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3,0,3,3:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,1,3,3:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,2,3,3:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,3,3,3:0.4482158398607485,0.0,0.3907745865970409,0.16100957354221063,0.19843342036553524,0.0,0.4046997389033943,0.3968668407310705
3,4,3,3:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,3,4:0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,3,4:0.0,1.0,0.0,0.0,0.02610966057441253,0.0,0.9738903394255874,0.0
0,2,3,4:0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,3,4:0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,4,3,4:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,0,3,4:0.0,0.0,0.0,1.0,0.03742384682332463,0.0,0.9625761531766753,0.0
1,1,3,4:0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,2,3,4:0.0,0.7484769364664926,0.0,0.2515230635335074,0.6710182767624021,0.0,0.3289817232375979,0.0
1,3,3,4:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,4,3,4:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,0,3,4:0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2,1,3,4:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2,2,3,4:1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,3,3,4:0.0,0.5483028720626631,0.0034812880765883376,0.4482158398607485,0.5274151436031331,0.0,0.4725848563968668,0.0
2,4,3,4:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3,0,3,4:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,1,3,4:1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,2,3,4:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,3,3,4:1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,4,3,4:0.44038294168842473,0.0,0.5596170583115753,0.0,0.5248041775456919,0.0,0.4751958224543081,0.0
