X_1,Y_1,X_2,Y_2:U_0,D_0,L_0,R_0,U_1,D_1,L_1,R_1
1,4,2,1:0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2,0,2,1:0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,1,2,1:0.34203655352480417,0.18624891209747607,0.13577023498694518,0.3359442993907746,0.2228024369016536,0.3028720626631854,0.32550043516100957,0.14882506527415143
2,2,2,1:1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,3,2,1:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,4,2,1:0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3,0,2,1:0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,1,2,1:1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,2,2,1:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,3,2,1:1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,4,2,1:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,2,2:0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,2,2:0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,2,2:0.0,1.0,0.0,0.0,0.0,0.0,0.61792863359443,0.38207136640557005
0,3,2,2:0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,4,2,2:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,0,2,2:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,1,2,2:0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,2,2,2:0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,2,2:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,4,2,2:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,0,2,2:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2,1,2,2:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2,2,2,2:0.308964316797215,0.1496953872932985,0.2410791993037424,0.3002610966057441,0.2228024369016536,0.26370757180156656,0.2550043516100957,0.2584856396866841
2,3,2,2:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,4,2,2:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,0,2,2:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,1,2,2:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,2,2,2:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,3,2,2:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,4,2,2:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,2,3:0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,2,3:0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,2,2,3:0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,2,3:0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,4,2,3:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,0,2,3:0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,2,3:0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,2,2,3:0.0,0.7188859878154917,0.0,0.28111401218450827,0.008703220191470844,0.3516100957354221,0.006962576153176675,0.6327241079199304
1,3,2,3:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,4,2,3:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,0,2,3:0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2,1,2,3:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2,2,2,3:1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,3,2,3:0.34203655352480417,0.18624891209747607,0.3359442993907746,0.13577023498694518,0.2228024369016536,0.3028720626631854,0.14882506527415143,0.32550043516100957
2,4,2,3:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3,0,2,3:0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,1,2,3:1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,2,2,3:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,3,2,3:1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,4,2,3:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,2,4:0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,2,4:0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,2,2,4:0.0,1.0,0.0,0.0,0.0,0.017406440382941687,0.9825935596170583,0.0
0,3,2,4:0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,4,2,4:0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,2,4:0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,2,4:0.0,0.0,0.0,1.0,0.0,0.012184508268059183,0.9878154917319408,0.0
1,2,2,4:0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,3,2,4:0.0,0.8476936466492603,0.0,0.15230635335073978,0.34029590948651,0.65970409051349,0.0,0.0
1,4,2,4:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,0,2,4:0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2,1,2,4:0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2,2,2,4:0.0,0.0,0.0,1.0,0.9686684073107049,0.031331592689295036,0.0,0.0
2,3,2,4:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,4,2,4:0.299390774586597,0.15839860748476936,0.5422106179286336,0.0,0.44299390774586594,0.4395126196692776,0.1174934725848564,0.0
3,0,2,4:0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3,1,2,4:1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,2,2,4:1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,3,2,4:1.0,0.0,0.0,0.0,0.9843342036553525,0.015665796344647518,0.0,0.0
3,4,2,4:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,3,0:0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,3,0:0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,3,0:0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,3,0:0.0,1.0,0.0,0.0,0.02610966057441253,0.0,0.0,0.9738903394255874
0,4,3,0:0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0,3,0:0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1,3,0:0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,2,3,0:0.0,0.7484769364664926,0.2515230635335074,0.0,0.6710182767624021,0.0,0.0,0.3289817232375979
1,3,3,0:0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,4,3,0:0.0,0.0,1.0,0.0,0.03742384682332463,0.0,0.0,0.9625761531766753
2,0,3,0:0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,1,3,0:0.0,0.5483028720626631,0.4482158398607485,0.0034812880765883376,0.5274151436031331,0.0,0.0,0.4725848563968668
2,2,3,0:1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,3,3,0:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,4,3,0:0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
