X_1,Y_1,X_2,Y_2:U_0,D_0,L_0,R_0,U_1,D_1,L_1,R_1
0,0,0,0:0.0000000000000000,0.5519720315933228,0.0000000000000000,0.4480279386043549,0.0000000000000000,0.6075765490531921,0.0000000000000000,0.3924233913421631
0,0,0,1:0.0000000000000000,0.5609043836593628,0.0000000000000000,0.4390956461429596,0.0000000000000000,0.5494842529296875,0.1106270402669907,0.3398886620998383
0,0,0,2:0.0000000000000000,0.6208370327949524,0.0000000000000000,0.3791629672050476,0.0000000000000000,0.7920960783958435,0.2079039663076401,0.0000000000000000
0,0,1,0:0.0000000000000000,0.5385536551475525,0.0000000000000000,0.4614462852478027,0.1458697617053986,0.4256618618965149,0.0000000000000000,0.4284684360027313
0,0,1,1:0.0000000000000000,0.5347113013267517,0.0000000000000000,0.4652886986732483,0.1376984566450119,0.4124215841293335,0.0701920688152313,0.3796878457069397
0,0,1,2:0.0000000000000000,0.6040243506431580,0.0000000000000000,0.3959756791591644,0.2312901318073273,0.6249876022338867,0.1437222957611084,0.0000000000000000
0,0,2,0:0.0000000000000000,0.5404713153839111,0.0000000000000000,0.4595286846160889,0.1867565959692001,0.0000000000000000,0.0000000000000000,0.8132433891296387
0,0,2,1:0.0000000000000000,0.5355220437049866,0.0000000000000000,0.4644779264926910,0.1849047094583511,0.0000000000000000,0.0870693922042847,0.7280259132385254
0,0,2,2:0.0000000000000000,0.5920904278755188,0.0000000000000000,0.4079095721244812,0.6356070041656494,0.0000000000000000,0.3643929362297058,0.0000000000000000
0,1,0,0:0.0000000000000000,0.4688306152820587,0.3326347470283508,0.1985346674919128,0.0000000000000000,0.7804880142211914,0.0000000000000000,0.2195120006799698
0,1,0,1:0.0000000000000000,0.5717957019805908,0.2535878717899323,0.1746164411306381,0.0000000000000000,0.5083742141723633,0.3501804471015930,0.1414452940225601
0,1,0,2:0.0000000000000000,0.6770935654640198,0.1732239276170731,0.1496825367212296,0.0000000000000000,0.5013345479965210,0.4986654818058014,0.0000000000000000
0,1,1,0:0.0000000000000000,0.5213993787765503,0.2620351612567902,0.2165655046701431,0.2835515141487122,0.5068204998970032,0.0000000000000000,0.2096279412508011
0,1,1,1:0.0000000000000000,0.6249781250953674,0.1885967403650284,0.1864251494407654,0.2384779900312424,0.3636912107467651,0.2574898898601532,0.1403408646583557
0,1,1,2:0.0000000000000000,0.7155956029891968,0.1289042085409164,0.1555002480745316,0.2642020285129547,0.3646524250507355,0.3711455464363098,0.0000000000000000
0,1,2,0:0.0000000000000000,0.5699334144592285,0.1864451318979263,0.2436213940382004,0.4495098888874054,0.0000000000000000,0.0000000000000000,0.5504900813102722
0,1,2,1:0.0000000000000000,0.6650219559669495,0.1363321840763092,0.1986458748579025,0.3539169728755951,0.0000000000000000,0.3521828651428223,0.2939001917839050
0,1,2,2:0.0000000000000000,0.7408595085144043,0.0985797792673111,0.1605606526136398,0.4408251047134399,0.0000000000000000,0.5591748356819153,0.0000000000000000
0,2,0,0:0.0000000000000000,0.5779805779457092,0.4220193624496460,0.0000000000000000,0.0000000000000000,0.8739821910858154,0.0000000000000000,0.1260177940130234
0,2,0,1:0.0000000000000000,0.6764157414436340,0.3235842287540436,0.0000000000000000,0.0000000000000000,0.3563334941864014,0.5935484170913696,0.0501181073486805
0,2,0,2:0.0000000000000000,0.7801269292831421,0.2198731303215027,0.0000000000000000,0.0000000000000000,0.2873306870460510,0.7126693129539490,0.0000000000000000
0,2,1,0:0.0000000000000000,0.6323941349983215,0.3676058351993561,0.0000000000000000,0.4465155601501465,0.4695369303226471,0.0000000000000000,0.0839475318789482
0,2,1,1:0.0000000000000000,0.7327434420585632,0.2672565281391144,0.0000000000000000,0.2673260569572449,0.2268114387989044,0.4681471884250641,0.0377153344452381
0,2,1,2:0.0000000000000000,0.8282921910285950,0.1717077940702438,0.0000000000000000,0.2433932423591614,0.1857952475547791,0.5708115100860596,0.0000000000000000
