X_1,Y_1,X_2,Y_2,U1,D1,L1,R1,U2,D2,L2,R2
0,0,0,0:0.0,0.4922222222222222,0.0,0.5077777777777778,0.0,0.505,0.0,0.495
0,1,0,0:0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2,0,0:0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0,0,0:0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,1,0,0:0.49444444444444446,0.0,0.5055555555555555,0.0,0.0,0.4866666666666667,0.0,0.5133333333333333
1,2,0,0:0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,0:1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,1,0,0:1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,2,0,0:1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,1:0.0,0.6233333333333333,0.0,0.37666666666666665,0.0,1.0,0.0,0.0
0,1,0,1:0.0,0.9355555555555556,0.02666666666666667,0.03777777777777778,0.0,0.0,0.44555555555555554,0.5544444444444444
0,2,0,1:0.0,0.6111111111111112,0.3888888888888889,0.0,0.0,1.0,0.0,0.0
1,0,0,1:0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1,0,1:0.42333333333333334,0.21444444444444444,0.22166666666666668,0.14055555555555554,0.0,1.0,0.0,0.0
1,2,0,1:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1:0.625,0.0,0.0,0.375,0.0,1.0,0.0,0.0
2,1,0,1:1.0,0.0,0.0,0.0,0.0,0.0,0.8216666666666667,0.17833333333333334
2,2,0,1:0.6216666666666667,0.0,0.37833333333333335,0.0,0.0,1.0,0.0,0.0
0,0,0,2:0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,0,2:0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,2,0,2:0.0,0.4866666666666667,0.5133333333333333,0.0,0.0,0.5077777777777778,0.4922222222222222,0.0
1,0,0,2:0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,0,2:0.48944444444444446,0.0,0.0,0.5105555555555555,0.0,0.4938888888888889,0.5061111111111111,0.0
1,2,0,2:0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,2:1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,1,0,2:1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,2,0,2:1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,1,0:0.0,0.6277777777777778,0.0,0.37222222222222223,0.0,0.0,0.0,1.0
0,1,1,0:0.0,0.9983333333333333,0.0016666666666666668,0.0,0.22777777777777777,0.7722222222222223,0.0,0.0
0,2,1,0:0.0,0.6227777777777778,0.37722222222222224,0.0,0.0,0.0,0.0,1.0
1,0,1,0:0.01888888888888889,0.026111111111111113,0.0,0.955,0.45944444444444443,0.5405555555555556,0.0,0.0
1,1,1,0:0.3983333333333333,0.23277777777777778,0.21722222222222223,0.15166666666666667,0.0,0.0,0.0,1.0
1,2,1,0:0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,0,1,0:0.6088888888888889,0.0,0.0,0.39111111111111113,0.0,0.0,0.0,1.0
2,1,1,0:1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,2,1,0:0.6277777777777778,0.0,0.37222222222222223,0.0,0.0,0.0,0.0,1.0
0,0,1,1:0.0,0.051111111111111114,0.0,0.9488888888888889,0.0,0.3794444444444444,0.0,0.6205555555555555
